,lon,lat,nltk_sentiment,count,total,%
524,103.7706793,1.413641747,Positive,9,14,64.28571429
525,103.7706793,1.423641747,Negative,21,231,9.090909091
526,103.7706793,1.423641747,Neutral,79,231,34.1991342
527,103.7706793,1.423641747,Positive,131,231,56.70995671
528,103.7706793,1.433641747,Negative,19,185,10.27027027
529,103.7706793,1.433641747,Neutral,110,185,59.45945946
530,103.7706793,1.433641747,Positive,56,185,30.27027027
531,103.7706793,1.443641747,Negative,60,720,8.333333333
532,103.7706793,1.443641747,Neutral,356,720,49.44444444
533,103.7706793,1.443641747,Positive,304,720,42.22222222
534,103.7706793,1.453641747,Negative,10,96,10.41666667
535,103.7706793,1.453641747,Neutral,59,96,61.45833333
536,103.7706793,1.453641747,Positive,27,96,28.125
537,103.7806793,1.223641747,Neutral,4,5,80
538,103.7806793,1.223641747,Positive,1,5,20
539,103.7806793,1.283641747,Negative,45,253,17.78656126
540,103.7806793,1.283641747,Neutral,108,253,42.68774704
541,103.7806793,1.283641747,Positive,100,253,39.5256917
542,103.7806793,1.293641747,Negative,97,823,11.78614824
543,103.7806793,1.293641747,Neutral,368,823,44.7144593
544,103.7806793,1.293641747,Positive,358,823,43.49939247
545,103.7806793,1.303641747,Negative,106,2056,5.155642023
546,103.7806793,1.303641747,Neutral,1236,2056,60.11673152
547,103.7806793,1.303641747,Positive,714,2056,34.72762646
548,103.7806793,1.313641747,Negative,42,442,9.502262443
549,103.7806793,1.313641747,Neutral,226,442,51.13122172
550,103.7806793,1.313641747,Positive,174,442,39.36651584
551,103.7806793,1.323641747,Negative,7,100,7
552,103.7806793,1.323641747,Neutral,52,100,52
553,103.7806793,1.323641747,Positive,41,100,41
554,103.7806793,1.333641747,Negative,67,908,7.378854626
555,103.7806793,1.333641747,Neutral,410,908,45.15418502
556,103.7806793,1.333641747,Positive,431,908,47.46696035
557,103.7806793,1.343641747,Negative,32,611,5.237315876
558,103.7806793,1.343641747,Neutral,191,611,31.26022913
559,103.7806793,1.343641747,Positive,388,611,63.50245499
560,103.7806793,1.353641747,Negative,11,123,8.943089431
561,103.7806793,1.353641747,Neutral,63,123,51.2195122
562,103.7806793,1.353641747,Positive,49,123,39.83739837
563,103.7806793,1.363641747,Negative,1,40,2.5
564,103.7806793,1.363641747,Neutral,19,40,47.5
565,103.7806793,1.363641747,Positive,20,40,50
566,103.7806793,1.373641747,Negative,40,338,11.83431953
567,103.7806793,1.373641747,Neutral,194,338,57.3964497
568,103.7806793,1.373641747,Positive,104,338,30.76923077
569,103.7806793,1.413641747,Negative,1,14,7.142857143
570,103.7806793,1.413641747,Neutral,8,14,57.14285714
571,103.7806793,1.413641747,Positive,5,14,35.71428571
572,103.7806793,1.423641747,Negative,4,80,5
573,103.7806793,1.423641747,Neutral,66,80,82.5
574,103.7806793,1.423641747,Positive,10,80,12.5
575,103.7806793,1.433641747,Negative,67,637,10.51805338
576,103.7806793,1.433641747,Neutral,402,637,63.10832025
577,103.7806793,1.433641747,Positive,168,637,26.37362637
578,103.7806793,1.443641747,Negative,337,2502,13.46922462
579,103.7806793,1.443641747,Neutral,1115,2502,44.56434852
580,103.7806793,1.443641747,Positive,1050,2502,41.96642686
581,103.7806793,1.453641747,Negative,21,172,12.20930233
582,103.7806793,1.453641747,Neutral,88,172,51.1627907
583,103.7806793,1.453641747,Positive,63,172,36.62790698
584,103.7806793,1.463641747,Negative,2,63,3.174603175
585,103.7806793,1.463641747,Neutral,41,63,65.07936508
586,103.7806793,1.463641747,Positive,20,63,31.74603175
587,103.7906793,1.213641747,Positive,2,2,100
588,103.7906793,1.263641747,Negative,1,8,12.5
589,103.7906793,1.263641747,Neutral,1,8,12.5
590,103.7906793,1.263641747,Positive,6,8,75
591,103.7906793,1.273641747,Negative,8,145,5.517241379
592,103.7906793,1.273641747,Neutral,76,145,52.4137931
593,103.7906793,1.273641747,Positive,61,145,42.06896552
594,103.7906793,1.283641747,Negative,32,309,10.35598706
595,103.7906793,1.283641747,Neutral,177,309,57.2815534
596,103.7906793,1.283641747,Positive,100,309,32.36245955
597,103.7906793,1.293641747,Negative,52,708,7.344632768
598,103.7906793,1.293641747,Neutral,302,708,42.65536723
599,103.7906793,1.293641747,Positive,354,708,50
600,103.7906793,1.303641747,Negative,241,4419,5.453722562
601,103.7906793,1.303641747,Neutral,2179,4419,49.3097986
602,103.7906793,1.303641747,Positive,1999,4419,45.23647884
603,103.7906793,1.313641747,Negative,63,1184,5.320945946
604,103.7906793,1.313641747,Neutral,736,1184,62.16216216
605,103.7906793,1.313641747,Positive,385,1184,32.51689189
606,103.7906793,1.323641747,Negative,1,51,1.960784314
607,103.7906793,1.323641747,Neutral,35,51,68.62745098
608,103.7906793,1.323641747,Positive,15,51,29.41176471
609,103.7906793,1.333641747,Negative,48,489,9.81595092
610,103.7906793,1.333641747,Neutral,227,489,46.42126789
611,103.7906793,1.333641747,Positive,214,489,43.76278119
612,103.7906793,1.343641747,Negative,13,166,7.831325301
613,103.7906793,1.343641747,Neutral,55,166,33.13253012
614,103.7906793,1.343641747,Positive,98,166,59.03614458
615,103.7906793,1.353641747,Negative,1,16,6.25
616,103.7906793,1.353641747,Neutral,11,16,68.75
617,103.7906793,1.353641747,Positive,4,16,25
618,103.7906793,1.413641747,Negative,2,10,20
619,103.7906793,1.413641747,Neutral,6,10,60
620,103.7906793,1.413641747,Positive,2,10,20
621,103.7906793,1.423641747,Negative,12,90,13.33333333
622,103.7906793,1.423641747,Neutral,40,90,44.44444444
623,103.7906793,1.423641747,Positive,38,90,42.22222222
624,103.7906793,1.433641747,Negative,86,866,9.930715935
625,103.7906793,1.433641747,Neutral,480,866,55.42725173
626,103.7906793,1.433641747,Positive,300,866,34.64203233
627,103.7906793,1.443641747,Negative,67,707,9.476661952
628,103.7906793,1.443641747,Neutral,385,707,54.45544554
629,103.7906793,1.443641747,Positive,255,707,36.0678925
630,103.7906793,1.453641747,Negative,11,121,9.090909091
631,103.7906793,1.453641747,Neutral,47,121,38.84297521
632,103.7906793,1.453641747,Positive,63,121,52.0661157
633,103.7906793,1.463641747,Neutral,2,3,66.66666667
634,103.7906793,1.463641747,Positive,1,3,33.33333333
635,103.8006793,1.203641747,Negative,1,3,33.33333333
636,103.8006793,1.203641747,Neutral,1,3,33.33333333
637,103.8006793,1.203641747,Positive,1,3,33.33333333
638,103.8006793,1.253641747,Positive,1,1,100
639,103.8006793,1.263641747,Negative,20,256,7.8125
640,103.8006793,1.263641747,Neutral,111,256,43.359375
641,103.8006793,1.263641747,Positive,125,256,48.828125
642,103.8006793,1.273641747,Negative,81,987,8.20668693
643,103.8006793,1.273641747,Neutral,418,987,42.35055724
644,103.8006793,1.273641747,Positive,488,987,49.44275583
645,103.8006793,1.283641747,Negative,59,746,7.908847185
646,103.8006793,1.283641747,Neutral,315,746,42.22520107
647,103.8006793,1.283641747,Positive,372,746,49.86595174
648,103.8006793,1.293641747,Negative,77,740,10.40540541
649,103.8006793,1.293641747,Neutral,374,740,50.54054054
650,103.8006793,1.293641747,Positive,289,740,39.05405405
651,103.8006793,1.303641747,Negative,131,1223,10.71136549
652,103.8006793,1.303641747,Neutral,470,1223,38.43008994
653,103.8006793,1.303641747,Positive,622,1223,50.85854456
654,103.8006793,1.313641747,Negative,36,340,10.58823529
655,103.8006793,1.313641747,Neutral,165,340,48.52941176
656,103.8006793,1.313641747,Positive,139,340,40.88235294
657,103.8006793,1.323641747,Negative,2,49,4.081632653
658,103.8006793,1.323641747,Neutral,29,49,59.18367347
659,103.8006793,1.323641747,Positive,18,49,36.73469388
660,103.8006793,1.333641747,Negative,32,223,14.34977578
661,103.8006793,1.333641747,Neutral,99,223,44.39461883
662,103.8006793,1.333641747,Positive,92,223,41.25560538
663,103.8006793,1.343641747,Negative,2,44,4.545454545
664,103.8006793,1.343641747,Neutral,20,44,45.45454545
665,103.8006793,1.343641747,Positive,22,44,50
666,103.8006793,1.353641747,Neutral,2,3,66.66666667
667,103.8006793,1.353641747,Positive,1,3,33.33333333
668,103.8006793,1.363641747,Neutral,7,14,50
669,103.8006793,1.363641747,Positive,7,14,50
670,103.8006793,1.373641747,Neutral,1,1,100
671,103.8006793,1.403641747,Negative,3,14,21.42857143
672,103.8006793,1.403641747,Neutral,6,14,42.85714286
673,103.8006793,1.403641747,Positive,5,14,35.71428571
674,103.8006793,1.413641747,Positive,1,1,100
675,103.8006793,1.423641747,Negative,2,44,4.545454545
676,103.8006793,1.423641747,Neutral,26,44,59.09090909
677,103.8006793,1.423641747,Positive,16,44,36.36363636
678,103.8006793,1.433641747,Negative,37,387,9.560723514
679,103.8006793,1.433641747,Neutral,161,387,41.60206718
680,103.8006793,1.433641747,Positive,189,387,48.8372093
681,103.8006793,1.443641747,Negative,23,600,3.833333333
682,103.8006793,1.443641747,Neutral,391,600,65.16666667
683,103.8006793,1.443641747,Positive,186,600,31
684,103.8006793,1.453641747,Negative,64,526,12.16730038
685,103.8006793,1.453641747,Neutral,126,526,23.95437262
686,103.8006793,1.453641747,Positive,336,526,63.878327
687,103.8006793,1.463641747,Neutral,5,11,45.45454545
688,103.8006793,1.463641747,Positive,6,11,54.54545455
689,103.8106793,1.243641747,Neutral,1,2,50
690,103.8106793,1.243641747,Positive,1,2,50
691,103.8106793,1.253641747,Negative,65,772,8.419689119
692,103.8106793,1.253641747,Neutral,334,772,43.2642487
693,103.8106793,1.253641747,Positive,373,772,48.31606218
694,103.8106793,1.263641747,Negative,18,293,6.14334471
695,103.8106793,1.263641747,Neutral,136,293,46.41638225
696,103.8106793,1.263641747,Positive,139,293,47.44027304
697,103.8106793,1.273641747,Negative,50,554,9.025270758
698,103.8106793,1.273641747,Neutral,313,554,56.49819495
699,103.8106793,1.273641747,Positive,191,554,34.4765343
700,103.8106793,1.283641747,Negative,73,761,9.592641261
701,103.8106793,1.283641747,Neutral,397,761,52.16819974
702,103.8106793,1.283641747,Positive,291,761,38.239159
703,103.8106793,1.293641747,Negative,53,562,9.430604982
704,103.8106793,1.293641747,Neutral,340,562,60.49822064
705,103.8106793,1.293641747,Positive,169,562,30.07117438
706,103.8106793,1.303641747,Negative,92,1024,8.984375
707,103.8106793,1.303641747,Neutral,448,1024,43.75
708,103.8106793,1.303641747,Positive,484,1024,47.265625
709,103.8106793,1.313641747,Negative,33,427,7.728337237
710,103.8106793,1.313641747,Neutral,195,427,45.66744731
711,103.8106793,1.313641747,Positive,199,427,46.60421546
712,103.8106793,1.323641747,Negative,32,408,7.843137255
713,103.8106793,1.323641747,Neutral,215,408,52.69607843
714,103.8106793,1.323641747,Positive,161,408,39.46078431
715,103.8106793,1.333641747,Negative,5,98,5.102040816
716,103.8106793,1.333641747,Neutral,50,98,51.02040816
717,103.8106793,1.333641747,Positive,43,98,43.87755102
718,103.8106793,1.343641747,Negative,1,26,3.846153846
719,103.8106793,1.343641747,Neutral,12,26,46.15384615
720,103.8106793,1.343641747,Positive,13,26,50
721,103.8106793,1.353641747,Negative,5,32,15.625
722,103.8106793,1.353641747,Neutral,16,32,50
723,103.8106793,1.353641747,Positive,11,32,34.375
724,103.8106793,1.363641747,Negative,3,47,6.382978723
725,103.8106793,1.363641747,Neutral,22,47,46.80851064
726,103.8106793,1.363641747,Positive,22,47,46.80851064
727,103.8106793,1.373641747,Negative,6,65,9.230769231
728,103.8106793,1.373641747,Neutral,32,65,49.23076923
729,103.8106793,1.373641747,Positive,27,65,41.53846154
730,103.8106793,1.383641747,Positive,1,1,100
731,103.8106793,1.403641747,Negative,10,131,7.633587786
732,103.8106793,1.403641747,Neutral,75,131,57.2519084
733,103.8106793,1.403641747,Positive,46,131,35.11450382
734,103.8106793,1.413641747,Negative,4,27,14.81481481
735,103.8106793,1.413641747,Neutral,13,27,48.14814815
736,103.8106793,1.413641747,Positive,10,27,37.03703704
737,103.8106793,1.433641747,Negative,1,20,5
738,103.8106793,1.433641747,Neutral,15,20,75
739,103.8106793,1.433641747,Positive,4,20,20
740,103.8106793,1.443641747,Negative,13,197,6.598984772
741,103.8106793,1.443641747,Neutral,101,197,51.26903553
742,103.8106793,1.443641747,Positive,83,197,42.1319797
743,103.8106793,1.453641747,Negative,4,66,6.060606061
744,103.8106793,1.453641747,Neutral,46,66,69.6969697
745,103.8106793,1.453641747,Positive,16,66,24.24242424
746,103.8106793,1.463641747,Negative,7,80,8.75
747,103.8106793,1.463641747,Neutral,21,80,26.25
748,103.8106793,1.463641747,Positive,52,80,65
749,103.8106793,1.473641747,Neutral,3,5,60
750,103.8106793,1.473641747,Positive,2,5,40
751,103.8206793,1.243641747,Negative,12,114,10.52631579
752,103.8206793,1.243641747,Neutral,47,114,41.22807018
753,103.8206793,1.243641747,Positive,55,114,48.24561404
754,103.8206793,1.253641747,Negative,575,5951,9.66224164
755,103.8206793,1.253641747,Neutral,2661,5951,44.71517392
756,103.8206793,1.253641747,Positive,2715,5951,45.62258444
757,103.8206793,1.263641747,Negative,201,2181,9.215955983
758,103.8206793,1.263641747,Neutral,1061,2181,48.64740945
759,103.8206793,1.263641747,Positive,919,2181,42.13663457
760,103.8206793,1.273641747,Negative,45,607,7.413509061
761,103.8206793,1.273641747,Neutral,341,607,56.17792422
762,103.8206793,1.273641747,Positive,221,607,36.40856672
763,103.8206793,1.303641747,Negative,91,1302,6.989247312
764,103.8206793,1.303641747,Neutral,500,1302,38.40245776
765,103.8206793,1.303641747,Positive,711,1302,54.60829493
766,103.8206793,1.313641747,Negative,73,1015,7.192118227
767,103.8206793,1.313641747,Neutral,465,1015,45.81280788
768,103.8206793,1.313641747,Positive,477,1015,46.99507389
769,103.8206793,1.323641747,Negative,14,204,6.862745098
770,103.8206793,1.323641747,Neutral,84,204,41.17647059
771,103.8206793,1.323641747,Positive,106,204,51.96078431
772,103.8206793,1.333641747,Negative,6,42,14.28571429
773,103.8206793,1.333641747,Neutral,26,42,61.9047619
774,103.8206793,1.333641747,Positive,10,42,23.80952381
775,103.8206793,1.343641747,Neutral,8,11,72.72727273
776,103.8206793,1.343641747,Positive,3,11,27.27272727
777,103.8206793,1.353641747,Negative,28,522,5.363984674
778,103.8206793,1.353641747,Neutral,151,522,28.92720307
779,103.8206793,1.353641747,Positive,343,522,65.70881226
780,103.8206793,1.363641747,Negative,987,7673,12.86328685
781,103.8206793,1.363641747,Neutral,2339,7673,30.48351362
782,103.8206793,1.363641747,Positive,4347,7673,56.65319953
783,103.8206793,1.373641747,Negative,24,59,40.6779661
784,103.8206793,1.373641747,Neutral,10,59,16.94915254
785,103.8206793,1.373641747,Positive,25,59,42.37288136
786,103.8206793,1.383641747,Negative,11,82,13.41463415
787,103.8206793,1.383641747,Neutral,46,82,56.09756098
788,103.8206793,1.383641747,Positive,25,82,30.48780488
789,103.8206793,1.393641747,Negative,1,58,1.724137931
790,103.8206793,1.393641747,Neutral,42,58,72.4137931
791,103.8206793,1.393641747,Positive,15,58,25.86206897
792,103.8206793,1.403641747,Negative,9,123,7.317073171
793,103.8206793,1.403641747,Neutral,83,123,67.4796748
794,103.8206793,1.403641747,Positive,31,123,25.20325203
795,103.8206793,1.413641747,Neutral,4,12,33.33333333
796,103.8206793,1.413641747,Positive,8,12,66.66666667
797,103.8206793,1.423641747,Negative,3,23,13.04347826
798,103.8206793,1.423641747,Neutral,13,23,56.52173913
799,103.8206793,1.423641747,Positive,7,23,30.43478261
800,103.8206793,1.433641747,Negative,6,44,13.63636364
801,103.8206793,1.433641747,Neutral,26,44,59.09090909
802,103.8206793,1.433641747,Positive,12,44,27.27272727
803,103.8206793,1.443641747,Negative,45,461,9.761388286
804,103.8206793,1.443641747,Neutral,211,461,45.77006508
805,103.8206793,1.443641747,Positive,205,461,44.46854664
806,103.8206793,1.453641747,Negative,54,625,8.64
807,103.8206793,1.453641747,Neutral,281,625,44.96
808,103.8206793,1.453641747,Positive,290,625,46.4
809,103.8206793,1.463641747,Negative,8,58,13.79310345
810,103.8206793,1.463641747,Neutral,25,58,43.10344828
811,103.8206793,1.463641747,Positive,25,58,43.10344828
812,103.8206793,1.473641747,Negative,1,13,7.692307692
813,103.8206793,1.473641747,Neutral,5,13,38.46153846
814,103.8206793,1.473641747,Positive,7,13,53.84615385
815,103.8306793,1.213641747,Negative,1,10,10
816,103.8306793,1.213641747,Neutral,4,10,40
817,103.8306793,1.213641747,Positive,5,10,50
818,103.8306793,1.223641747,Negative,1,8,12.5
819,103.8306793,1.223641747,Neutral,4,8,50
820,103.8306793,1.223641747,Positive,3,8,37.5
821,103.8306793,1.233641747,Neutral,5,5,100
822,103.8306793,1.243641747,Negative,48,699,6.86695279
823,103.8306793,1.243641747,Neutral,296,699,42.34620887
824,103.8306793,1.243641747,Positive,355,699,50.78683834
825,103.8306793,1.253641747,Negative,36,341,10.55718475
826,103.8306793,1.253641747,Neutral,126,341,36.95014663
827,103.8306793,1.253641747,Positive,179,341,52.49266862
828,103.8306793,1.263641747,Neutral,18,22,81.81818182
829,103.8306793,1.263641747,Positive,4,22,18.18181818
830,103.8306793,1.273641747,Negative,43,374,11.4973262
831,103.8306793,1.273641747,Neutral,234,374,62.56684492
832,103.8306793,1.273641747,Positive,97,374,25.93582888
833,103.8306793,1.283641747,Negative,224,2030,11.03448276
834,103.8306793,1.283641747,Neutral,959,2030,47.24137931
835,103.8306793,1.283641747,Positive,847,2030,41.72413793
836,103.8306793,1.303641747,Negative,532,7077,7.517309594
837,103.8306793,1.303641747,Neutral,2978,7077,42.07997739
838,103.8306793,1.303641747,Positive,3567,7077,50.40271301
839,103.8306793,1.313641747,Negative,58,1079,5.375347544
840,103.8306793,1.313641747,Neutral,448,1079,41.51992586
841,103.8306793,1.313641747,Positive,573,1079,53.1047266
842,103.8306793,1.323641747,Negative,8,96,8.333333333
843,103.8306793,1.323641747,Neutral,54,96,56.25
844,103.8306793,1.323641747,Positive,34,96,35.41666667
845,103.8306793,1.333641747,Negative,1,44,2.272727273
846,103.8306793,1.333641747,Neutral,16,44,36.36363636
847,103.8306793,1.333641747,Positive,27,44,61.36363636
848,103.8306793,1.343641747,Negative,46,501,9.181636727
849,103.8306793,1.343641747,Neutral,253,501,50.499002
850,103.8306793,1.343641747,Positive,202,501,40.31936128
851,103.8306793,1.353641747,Negative,43,521,8.253358925
852,103.8306793,1.353641747,Neutral,268,521,51.43953935
853,103.8306793,1.353641747,Positive,210,521,40.30710173
854,103.8306793,1.363641747,Negative,24,207,11.5942029
855,103.8306793,1.363641747,Neutral,109,207,52.65700483
856,103.8306793,1.363641747,Positive,74,207,35.74879227
857,103.8306793,1.373641747,Negative,196,612,32.02614379
858,103.8306793,1.373641747,Neutral,336,612,54.90196078
859,103.8306793,1.373641747,Positive,80,612,13.07189542
860,103.8306793,1.383641747,Negative,20,200,10
861,103.8306793,1.383641747,Neutral,136,200,68
862,103.8306793,1.383641747,Positive,44,200,22
863,103.8306793,1.393641747,Negative,1,25,4
864,103.8306793,1.393641747,Neutral,19,25,76
865,103.8306793,1.393641747,Positive,5,25,20
866,103.8306793,1.403641747,Negative,16,42,38.0952381
867,103.8306793,1.403641747,Neutral,7,42,16.66666667
868,103.8306793,1.403641747,Positive,19,42,45.23809524
869,103.8306793,1.413641747,Negative,81,606,13.36633663
870,103.8306793,1.413641747,Neutral,326,606,53.79537954
871,103.8306793,1.413641747,Positive,199,606,32.83828383
872,103.8306793,1.423641747,Negative,37,339,10.91445428
873,103.8306793,1.423641747,Neutral,171,339,50.44247788
874,103.8306793,1.423641747,Positive,131,339,38.64306785
875,103.8306793,1.433641747,Negative,97,1040,9.326923077
876,103.8306793,1.433641747,Neutral,537,1040,51.63461538
877,103.8306793,1.433641747,Positive,406,1040,39.03846154
878,103.8306793,1.443641747,Negative,35,299,11.70568562
879,103.8306793,1.443641747,Neutral,199,299,66.55518395
880,103.8306793,1.443641747,Positive,65,299,21.73913043
881,103.8306793,1.453641747,Negative,10,116,8.620689655
882,103.8306793,1.453641747,Neutral,63,116,54.31034483
883,103.8306793,1.453641747,Positive,43,116,37.06896552
884,103.8306793,1.463641747,Negative,4,15,26.66666667
885,103.8306793,1.463641747,Neutral,1,15,6.666666667
886,103.8306793,1.463641747,Positive,10,15,66.66666667
887,103.8406793,1.223641747,Positive,2,2,100
888,103.8406793,1.243641747,Negative,38,579,6.563039724
889,103.8406793,1.243641747,Neutral,278,579,48.01381693
890,103.8406793,1.243641747,Positive,263,579,45.42314335
891,103.8406793,1.253641747,Negative,14,107,13.08411215
892,103.8406793,1.253641747,Neutral,52,107,48.59813084
893,103.8406793,1.253641747,Positive,41,107,38.31775701
894,103.8406793,1.263641747,Neutral,5,6,83.33333333
895,103.8406793,1.263641747,Positive,1,6,16.66666667
896,103.8406793,1.273641747,Negative,304,3107,9.784357902
897,103.8406793,1.273641747,Neutral,1381,3107,44.4480206
898,103.8406793,1.273641747,Positive,1422,3107,45.7676215
899,103.8406793,1.283641747,Negative,730,7160,10.19553073
900,103.8406793,1.283641747,Neutral,3438,7160,48.01675978
901,103.8406793,1.283641747,Positive,2992,7160,41.7877095
902,103.8406793,1.303641747,Negative,854,8484,10.0660066
903,103.8406793,1.303641747,Neutral,3849,8484,45.36775106
904,103.8406793,1.303641747,Positive,3781,8484,44.56624234
905,103.8406793,1.323641747,Negative,137,1412,9.702549575
906,103.8406793,1.323641747,Neutral,679,1412,48.0878187
907,103.8406793,1.323641747,Positive,596,1412,42.20963173
908,103.8406793,1.333641747,Negative,20,406,4.926108374
909,103.8406793,1.333641747,Neutral,292,406,71.92118227
910,103.8406793,1.333641747,Positive,94,406,23.15270936
911,103.8406793,1.343641747,Negative,16,184,8.695652174
912,103.8406793,1.343641747,Neutral,96,184,52.17391304
913,103.8406793,1.343641747,Positive,72,184,39.13043478
914,103.8406793,1.353641747,Negative,59,626,9.424920128
915,103.8406793,1.353641747,Neutral,228,626,36.42172524
916,103.8406793,1.353641747,Positive,339,626,54.15335463
917,103.8406793,1.363641747,Negative,48,469,10.23454158
918,103.8406793,1.363641747,Neutral,276,469,58.84861407
919,103.8406793,1.363641747,Positive,145,469,30.91684435
920,103.8406793,1.373641747,Negative,74,819,9.035409035
921,103.8406793,1.373641747,Neutral,359,819,43.83394383
922,103.8406793,1.373641747,Positive,386,819,47.13064713
923,103.8406793,1.383641747,Negative,22,184,11.95652174
924,103.8406793,1.383641747,Neutral,95,184,51.63043478
925,103.8406793,1.383641747,Positive,67,184,36.41304348
926,103.8406793,1.393641747,Negative,3,34,8.823529412
927,103.8406793,1.393641747,Neutral,22,34,64.70588235
928,103.8406793,1.393641747,Positive,9,34,26.47058824
929,103.8406793,1.403641747,Neutral,1,1,100
930,103.8406793,1.413641747,Negative,25,427,5.854800937
931,103.8406793,1.413641747,Neutral,269,427,62.99765808
932,103.8406793,1.413641747,Positive,133,427,31.14754098
933,103.8406793,1.423641747,Negative,72,859,8.381839348
934,103.8406793,1.423641747,Neutral,447,859,52.03725262
935,103.8406793,1.423641747,Positive,340,859,39.58090803
936,103.8406793,1.433641747,Negative,98,1005,9.751243781
937,103.8406793,1.433641747,Neutral,525,1005,52.23880597
938,103.8406793,1.433641747,Positive,382,1005,38.00995025
939,103.8406793,1.443641747,Negative,4,18,22.22222222
940,103.8406793,1.443641747,Neutral,7,18,38.88888889
941,103.8406793,1.443641747,Positive,7,18,38.88888889
942,103.8406793,1.453641747,Neutral,6,11,54.54545455
943,103.8406793,1.453641747,Positive,5,11,45.45454545
944,103.8406793,1.463641747,Negative,11,112,9.821428571
945,103.8406793,1.463641747,Neutral,55,112,49.10714286
946,103.8406793,1.463641747,Positive,46,112,41.07142857
947,103.8406793,1.473641747,Negative,1,13,7.692307692
948,103.8406793,1.473641747,Neutral,7,13,53.84615385
949,103.8406793,1.473641747,Positive,5,13,38.46153846
950,103.8506793,1.213641747,Positive,1,1,100
951,103.8506793,1.223641747,Negative,13,166,7.831325301
952,103.8506793,1.223641747,Neutral,75,166,45.18072289
953,103.8506793,1.223641747,Positive,78,166,46.98795181
954,103.8506793,1.253641747,Positive,1,1,100
955,103.8506793,1.263641747,Neutral,5,10,50
956,103.8506793,1.263641747,Positive,5,10,50
957,103.8506793,1.273641747,Negative,165,2075,7.951807229
958,103.8506793,1.273641747,Neutral,792,2075,38.1686747
959,103.8506793,1.273641747,Positive,1118,2075,53.87951807
960,103.8506793,1.283641747,Negative,1069,13407,7.973446707
961,103.8506793,1.283641747,Neutral,5731,13407,42.74632655
962,103.8506793,1.283641747,Positive,6607,13407,49.28022675
963,103.8506793,1.303641747,Negative,508,6455,7.869868319
964,103.8506793,1.303641747,Neutral,2808,6455,43.50116189
965,103.8506793,1.303641747,Positive,3139,6455,48.62896979
966,103.8506793,1.313641747,Negative,75,1209,6.203473945
967,103.8506793,1.313641747,Neutral,535,1209,44.25144748
968,103.8506793,1.313641747,Positive,599,1209,49.54507858
969,103.8506793,1.323641747,Negative,97,1093,8.874656908
970,103.8506793,1.323641747,Neutral,575,1093,52.60750229
971,103.8506793,1.323641747,Positive,421,1093,38.51784081
972,103.8506793,1.333641747,Negative,155,1407,11.01634684
973,103.8506793,1.333641747,Neutral,629,1407,44.7050462
974,103.8506793,1.333641747,Positive,623,1407,44.27860697
975,103.8506793,1.343641747,Negative,70,857,8.168028005
976,103.8506793,1.343641747,Neutral,429,857,50.05834306
977,103.8506793,1.343641747,Positive,358,857,41.77362894
978,103.8506793,1.353641747,Negative,146,1673,8.726838016
979,103.8506793,1.353641747,Neutral,569,1673,34.01075912
980,103.8506793,1.353641747,Positive,958,1673,57.26240287
981,103.8506793,1.363641747,Negative,36,751,4.793608522
982,103.8506793,1.363641747,Neutral,416,751,55.39280959
983,103.8506793,1.363641747,Positive,299,751,39.81358189
984,103.8506793,1.373641747,Negative,96,988,9.71659919
985,103.8506793,1.373641747,Neutral,516,988,52.22672065
986,103.8506793,1.373641747,Positive,376,988,38.05668016
987,103.8506793,1.383641747,Negative,16,227,7.04845815
988,103.8506793,1.383641747,Neutral,81,227,35.68281938
989,103.8506793,1.383641747,Positive,130,227,57.26872247
990,103.8506793,1.393641747,Negative,2,46,4.347826087
991,103.8506793,1.393641747,Neutral,30,46,65.2173913
992,103.8506793,1.393641747,Positive,14,46,30.43478261
993,103.8506793,1.413641747,Negative,2,12,16.66666667
994,103.8506793,1.413641747,Neutral,4,12,33.33333333
995,103.8506793,1.413641747,Positive,6,12,50
996,103.8506793,1.423641747,Negative,22,304,7.236842105
997,103.8506793,1.423641747,Neutral,166,304,54.60526316
998,103.8506793,1.423641747,Positive,116,304,38.15789474
999,103.8506793,1.433641747,Negative,3,26,11.53846154
1000,103.8506793,1.433641747,Neutral,13,26,50
1001,103.8506793,1.433641747,Positive,10,26,38.46153846
1002,103.8506793,1.443641747,Negative,1,2,50
1003,103.8506793,1.443641747,Positive,1,2,50
1004,103.8506793,1.453641747,Neutral,1,1,100
1005,103.8606793,1.223641747,Negative,1,16,6.25
1006,103.8606793,1.223641747,Neutral,7,16,43.75
1007,103.8606793,1.223641747,Positive,8,16,50
1008,103.8606793,1.233641747,Neutral,1,1,100
1009,103.8606793,1.263641747,Negative,51,483,10.55900621
1010,103.8606793,1.263641747,Neutral,200,483,41.40786749
1011,103.8606793,1.263641747,Positive,232,483,48.03312629
1012,103.8606793,1.273641747,Negative,7,116,6.034482759
1013,103.8606793,1.273641747,Neutral,71,116,61.20689655
1014,103.8606793,1.273641747,Positive,38,116,32.75862069
1015,103.8606793,1.283641747,Negative,1005,13562,7.410411444
1016,103.8606793,1.283641747,Neutral,6111,13562,45.0597257
1017,103.8606793,1.283641747,Positive,6446,13562,47.52986285
1018,103.8606793,1.303641747,Negative,589,7278,8.09288266
1019,103.8606793,1.303641747,Neutral,3417,7278,46.94971146
1020,103.8606793,1.303641747,Positive,3272,7278,44.95740588
1021,103.8606793,1.313641747,Negative,203,2509,8.090872858
