,lon,lat,nltk_sentiment,count,total,%
1022,103.8606793,1.313641747,Neutral,1099,2509,43.80231168
1023,103.8606793,1.313641747,Positive,1207,2509,48.10681546
1024,103.8606793,1.323641747,Negative,60,959,6.256517205
1025,103.8606793,1.323641747,Neutral,515,959,53.70177268
1026,103.8606793,1.323641747,Positive,384,959,40.04171011
1027,103.8606793,1.333641747,Negative,14,271,5.166051661
1028,103.8606793,1.333641747,Neutral,196,271,72.32472325
1029,103.8606793,1.333641747,Positive,61,271,22.50922509
1030,103.8606793,1.343641747,Negative,12,173,6.936416185
1031,103.8606793,1.343641747,Neutral,95,173,54.9132948
1032,103.8606793,1.343641747,Positive,66,173,38.15028902
1033,103.8606793,1.353641747,Negative,13,208,6.25
1034,103.8606793,1.353641747,Neutral,104,208,50
1035,103.8606793,1.353641747,Positive,91,208,43.75
1036,103.8606793,1.363641747,Negative,24,359,6.685236769
1037,103.8606793,1.363641747,Neutral,191,359,53.20334262
1038,103.8606793,1.363641747,Positive,144,359,40.11142061
1039,103.8606793,1.373641747,Negative,16,256,6.25
1040,103.8606793,1.373641747,Neutral,137,256,53.515625
1041,103.8606793,1.373641747,Positive,103,256,40.234375
1042,103.8606793,1.393641747,Negative,2,21,9.523809524
1043,103.8606793,1.393641747,Neutral,10,21,47.61904762
1044,103.8606793,1.393641747,Positive,9,21,42.85714286
1045,103.8606793,1.403641747,Negative,1,19,5.263157895
1046,103.8606793,1.403641747,Neutral,12,19,63.15789474
1047,103.8606793,1.403641747,Positive,6,19,31.57894737
1048,103.8606793,1.413641747,Neutral,17,24,70.83333333
1049,103.8606793,1.413641747,Positive,7,24,29.16666667
1050,103.8606793,1.423641747,Negative,11,104,10.57692308
1051,103.8606793,1.423641747,Neutral,59,104,56.73076923
1052,103.8606793,1.423641747,Positive,34,104,32.69230769
1053,103.8606793,1.433641747,Neutral,2,3,66.66666667
1054,103.8606793,1.433641747,Positive,1,3,33.33333333
1055,103.8706793,1.273641747,Negative,1,13,7.692307692
1056,103.8706793,1.273641747,Neutral,8,13,61.53846154
1057,103.8706793,1.273641747,Positive,4,13,30.76923077
1058,103.8706793,1.283641747,Negative,280,3400,8.235294118
1059,103.8706793,1.283641747,Neutral,1661,3400,48.85294118
1060,103.8706793,1.283641747,Positive,1459,3400,42.91176471
1061,103.8706793,1.293641747,Negative,24,357,6.722689076
1062,103.8706793,1.293641747,Neutral,162,357,45.37815126
1063,103.8706793,1.293641747,Positive,171,357,47.89915966
1064,103.8706793,1.303641747,Negative,333,3516,9.470989761
1065,103.8706793,1.303641747,Neutral,1402,3516,39.87485779
1066,103.8706793,1.303641747,Positive,1781,3516,50.65415245
1067,103.8706793,1.313641747,Negative,136,1031,13.19107662
1068,103.8706793,1.313641747,Neutral,610,1031,59.16585839
1069,103.8706793,1.313641747,Positive,285,1031,27.64306499
1070,103.8706793,1.323641747,Negative,76,775,9.806451613
1071,103.8706793,1.323641747,Neutral,411,775,53.03225806
1072,103.8706793,1.323641747,Positive,288,775,37.16129032
1073,103.8706793,1.333641747,Negative,36,598,6.02006689
1074,103.8706793,1.333641747,Neutral,239,598,39.96655518
1075,103.8706793,1.333641747,Positive,323,598,54.01337793
1076,103.8706793,1.343641747,Negative,14,241,5.809128631
1077,103.8706793,1.343641747,Neutral,137,241,56.84647303
1078,103.8706793,1.343641747,Positive,90,241,37.34439834
1079,103.8706793,1.353641747,Negative,843,4032,20.9077381
1080,103.8706793,1.353641747,Neutral,2072,4032,51.38888889
1081,103.8706793,1.353641747,Positive,1117,4032,27.70337302
1082,103.8706793,1.363641747,Negative,36,400,9
1083,103.8706793,1.363641747,Neutral,207,400,51.75
1084,103.8706793,1.363641747,Positive,157,400,39.25
1085,103.8706793,1.373641747,Negative,22,283,7.77385159
1086,103.8706793,1.373641747,Neutral,175,283,61.83745583
1087,103.8706793,1.373641747,Positive,86,283,30.38869258
1088,103.8706793,1.393641747,Negative,14,184,7.608695652
1089,103.8706793,1.393641747,Neutral,96,184,52.17391304
1090,103.8706793,1.393641747,Positive,74,184,40.2173913
1091,103.8706793,1.403641747,Negative,12,150,8
1092,103.8706793,1.403641747,Neutral,76,150,50.66666667
1093,103.8706793,1.403641747,Positive,62,150,41.33333333
1094,103.8706793,1.413641747,Negative,11,190,5.789473684
1095,103.8706793,1.413641747,Neutral,93,190,48.94736842
1096,103.8706793,1.413641747,Positive,86,190,45.26315789
1097,103.8706793,1.423641747,Neutral,4,4,100
1098,103.8806793,1.283641747,Negative,2,7,28.57142857
1099,103.8806793,1.283641747,Neutral,4,7,57.14285714
1100,103.8806793,1.283641747,Positive,1,7,14.28571429
1101,103.8806793,1.293641747,Negative,4,93,4.301075269
1102,103.8806793,1.293641747,Neutral,58,93,62.3655914
1103,103.8806793,1.293641747,Positive,31,93,33.33333333
1104,103.8806793,1.303641747,Negative,78,847,9.208972845
1105,103.8806793,1.303641747,Neutral,414,847,48.87839433
1106,103.8806793,1.303641747,Positive,355,847,41.91263282
1107,103.8806793,1.313641747,Negative,1227,3116,39.37740693
1108,103.8806793,1.313641747,Neutral,952,3116,30.55198973
1109,103.8806793,1.313641747,Positive,937,3116,30.07060334
1110,103.8806793,1.323641747,Negative,27,376,7.180851064
1111,103.8806793,1.323641747,Neutral,207,376,55.05319149
1112,103.8806793,1.323641747,Positive,142,376,37.76595745
1113,103.8806793,1.333641747,Negative,29,309,9.385113269
1114,103.8806793,1.333641747,Neutral,164,309,53.07443366
1115,103.8806793,1.333641747,Positive,116,309,37.54045307
1116,103.8806793,1.343641747,Negative,15,418,3.588516746
1117,103.8806793,1.343641747,Neutral,198,418,47.36842105
1118,103.8806793,1.343641747,Positive,205,418,49.0430622
1119,103.8806793,1.353641747,Negative,24,555,4.324324324
1120,103.8806793,1.353641747,Neutral,363,555,65.40540541
1121,103.8806793,1.353641747,Positive,168,555,30.27027027
1122,103.8806793,1.363641747,Negative,29,318,9.119496855
1123,103.8806793,1.363641747,Neutral,201,318,63.20754717
1124,103.8806793,1.363641747,Positive,88,318,27.67295597
1125,103.8806793,1.373641747,Negative,76,832,9.134615385
1126,103.8806793,1.373641747,Neutral,378,832,45.43269231
1127,103.8806793,1.373641747,Positive,378,832,45.43269231
1128,103.8806793,1.383641747,Negative,23,293,7.849829352
1129,103.8806793,1.383641747,Neutral,164,293,55.97269625
1130,103.8806793,1.383641747,Positive,106,293,36.1774744
1131,103.8806793,1.393641747,Negative,29,499,5.811623246
1132,103.8806793,1.393641747,Neutral,313,499,62.7254509
1133,103.8806793,1.393641747,Positive,157,499,31.46292585
1134,103.8806793,1.413641747,Neutral,9,12,75
1135,103.8806793,1.413641747,Positive,3,12,25
1136,103.8806793,1.423641747,Neutral,1,1,100
1137,103.8806793,1.433641747,Neutral,1,1,100
1138,103.8806793,1.443641747,Negative,1,6,16.66666667
1139,103.8806793,1.443641747,Neutral,2,6,33.33333333
1140,103.8806793,1.443641747,Positive,3,6,50
1141,103.8906793,1.283641747,Negative,29,175,16.57142857
1142,103.8906793,1.283641747,Neutral,68,175,38.85714286
1143,103.8906793,1.283641747,Positive,78,175,44.57142857
1144,103.8906793,1.293641747,Negative,11,99,11.11111111
1145,103.8906793,1.293641747,Neutral,51,99,51.51515152
1146,103.8906793,1.293641747,Positive,37,99,37.37373737
1147,103.8906793,1.303641747,Negative,44,501,8.78243513
1148,103.8906793,1.303641747,Neutral,333,501,66.46706587
1149,103.8906793,1.303641747,Positive,124,501,24.750499
1150,103.8906793,1.313641747,Negative,145,1898,7.639620653
1151,103.8906793,1.313641747,Neutral,991,1898,52.21285564
1152,103.8906793,1.313641747,Positive,762,1898,40.14752371
1153,103.8906793,1.323641747,Negative,199,1566,12.70753512
1154,103.8906793,1.323641747,Neutral,859,1566,54.85312899
1155,103.8906793,1.323641747,Positive,508,1566,32.43933589
1156,103.8906793,1.333641747,Negative,82,837,9.796893668
1157,103.8906793,1.333641747,Neutral,402,837,48.02867384
1158,103.8906793,1.333641747,Positive,353,837,42.1744325
1159,103.8906793,1.343641747,Negative,1,28,3.571428571
1160,103.8906793,1.343641747,Neutral,11,28,39.28571429
1161,103.8906793,1.343641747,Positive,16,28,57.14285714
1162,103.8906793,1.353641747,Negative,26,480,5.416666667
1163,103.8906793,1.353641747,Neutral,231,480,48.125
1164,103.8906793,1.353641747,Positive,223,480,46.45833333
1165,103.8906793,1.363641747,Negative,69,435,15.86206897
1166,103.8906793,1.363641747,Neutral,244,435,56.09195402
1167,103.8906793,1.363641747,Positive,122,435,28.04597701
1168,103.8906793,1.373641747,Negative,87,991,8.7790111
1169,103.8906793,1.373641747,Neutral,580,991,58.52674067
1170,103.8906793,1.373641747,Positive,324,991,32.69424823
1171,103.8906793,1.383641747,Negative,25,421,5.93824228
1172,103.8906793,1.383641747,Neutral,288,421,68.40855107
1173,103.8906793,1.383641747,Positive,108,421,25.65320665
1174,103.8906793,1.393641747,Negative,58,648,8.950617284
1175,103.8906793,1.393641747,Neutral,348,648,53.7037037
1176,103.8906793,1.393641747,Positive,242,648,37.34567901
1177,103.8906793,1.403641747,Negative,8,85,9.411764706
1178,103.8906793,1.403641747,Neutral,53,85,62.35294118
1179,103.8906793,1.403641747,Positive,24,85,28.23529412
1180,103.8906793,1.413641747,Neutral,1,4,25
1181,103.8906793,1.413641747,Positive,3,4,75
1182,103.8906793,1.423641747,Neutral,6,9,66.66666667
1183,103.8906793,1.423641747,Positive,3,9,33.33333333
1184,103.8906793,1.433641747,Negative,1,6,16.66666667
1185,103.8906793,1.433641747,Neutral,2,6,33.33333333
1186,103.8906793,1.433641747,Positive,3,6,50
1187,103.9006793,1.293641747,Negative,10,161,6.211180124
1188,103.9006793,1.293641747,Neutral,69,161,42.85714286
1189,103.9006793,1.293641747,Positive,82,161,50.93167702
1190,103.9006793,1.303641747,Negative,122,1370,8.905109489
1191,103.9006793,1.303641747,Neutral,608,1370,44.37956204
1192,103.9006793,1.303641747,Positive,640,1370,46.71532847
1193,103.9006793,1.313641747,Negative,197,2681,7.348004476
1194,103.9006793,1.313641747,Neutral,1384,2681,51.62252891
1195,103.9006793,1.313641747,Positive,1100,2681,41.02946662
1196,103.9006793,1.323641747,Negative,47,469,10.02132196
1197,103.9006793,1.323641747,Neutral,221,469,47.12153518
1198,103.9006793,1.323641747,Positive,201,469,42.85714286
1199,103.9006793,1.333641747,Negative,25,432,5.787037037
1200,103.9006793,1.333641747,Neutral,247,432,57.17592593
1201,103.9006793,1.333641747,Positive,160,432,37.03703704
1202,103.9006793,1.343641747,Negative,42,227,18.50220264
1203,103.9006793,1.343641747,Neutral,62,227,27.31277533
1204,103.9006793,1.343641747,Positive,123,227,54.18502203
1205,103.9006793,1.353641747,Neutral,11,15,73.33333333
1206,103.9006793,1.353641747,Positive,4,15,26.66666667
1207,103.9006793,1.363641747,Negative,8,60,13.33333333
1208,103.9006793,1.363641747,Neutral,28,60,46.66666667
1209,103.9006793,1.363641747,Positive,24,60,40
1210,103.9006793,1.373641747,Negative,30,632,4.746835443
1211,103.9006793,1.373641747,Neutral,447,632,70.7278481
1212,103.9006793,1.373641747,Positive,155,632,24.52531646
1213,103.9006793,1.383641747,Negative,174,956,18.20083682
1214,103.9006793,1.383641747,Neutral,325,956,33.9958159
1215,103.9006793,1.383641747,Positive,457,956,47.80334728
1216,103.9006793,1.393641747,Negative,62,662,9.365558912
1217,103.9006793,1.393641747,Neutral,397,662,59.96978852
1218,103.9006793,1.393641747,Positive,203,662,30.66465257
1219,103.9006793,1.403641747,Negative,83,1151,7.211120765
1220,103.9006793,1.403641747,Neutral,701,1151,60.90356212
1221,103.9006793,1.403641747,Positive,367,1151,31.88531712
1222,103.9006793,1.413641747,Negative,26,244,10.6557377
1223,103.9006793,1.413641747,Neutral,122,244,50
1224,103.9006793,1.413641747,Positive,96,244,39.3442623
1225,103.9006793,1.423641747,Positive,1,1,100
1226,103.9106793,1.293641747,Negative,9,36,25
1227,103.9106793,1.293641747,Neutral,18,36,50
1228,103.9106793,1.293641747,Positive,9,36,25
1229,103.9106793,1.303641747,Negative,98,956,10.25104603
1230,103.9106793,1.303641747,Neutral,476,956,49.79079498
1231,103.9106793,1.303641747,Positive,382,956,39.958159
1232,103.9106793,1.313641747,Negative,435,2116,20.55765595
1233,103.9106793,1.313641747,Neutral,870,2116,41.11531191
1234,103.9106793,1.313641747,Positive,811,2116,38.32703214
1235,103.9106793,1.323641747,Negative,47,524,8.969465649
1236,103.9106793,1.323641747,Neutral,327,524,62.40458015
1237,103.9106793,1.323641747,Positive,150,524,28.6259542
1238,103.9106793,1.333641747,Negative,78,653,11.94486983
1239,103.9106793,1.333641747,Neutral,296,653,45.32924962
1240,103.9106793,1.333641747,Positive,279,653,42.72588055
1241,103.9106793,1.343641747,Negative,14,300,4.666666667
1242,103.9106793,1.343641747,Neutral,162,300,54
1243,103.9106793,1.343641747,Positive,124,300,41.33333333
1244,103.9106793,1.353641747,Neutral,2,3,66.66666667
1245,103.9106793,1.353641747,Positive,1,3,33.33333333
1246,103.9106793,1.363641747,Negative,11,69,15.94202899
1247,103.9106793,1.363641747,Neutral,26,69,37.68115942
1248,103.9106793,1.363641747,Positive,32,69,46.37681159
1249,103.9106793,1.373641747,Negative,1,9,11.11111111
1250,103.9106793,1.373641747,Neutral,5,9,55.55555556
1251,103.9106793,1.373641747,Positive,3,9,33.33333333
1252,103.9106793,1.383641747,Negative,8,22,36.36363636
1253,103.9106793,1.383641747,Neutral,8,22,36.36363636
1254,103.9106793,1.383641747,Positive,6,22,27.27272727
1255,103.9106793,1.393641747,Negative,45,703,6.40113798
1256,103.9106793,1.393641747,Neutral,506,703,71.9772404
1257,103.9106793,1.393641747,Positive,152,703,21.62162162
1258,103.9106793,1.403641747,Negative,50,674,7.418397626
1259,103.9106793,1.403641747,Neutral,435,674,64.54005935
1260,103.9106793,1.403641747,Positive,189,674,28.04154303
1261,103.9106793,1.413641747,Negative,95,830,11.44578313
1262,103.9106793,1.413641747,Neutral,318,830,38.31325301
1263,103.9106793,1.413641747,Positive,417,830,50.24096386
1264,103.9106793,1.423641747,Negative,20,168,11.9047619
1265,103.9106793,1.423641747,Neutral,69,168,41.07142857
1266,103.9106793,1.423641747,Positive,79,168,47.02380952
1267,103.9206793,1.303641747,Negative,25,341,7.331378299
1268,103.9206793,1.303641747,Neutral,188,341,55.13196481
1269,103.9206793,1.303641747,Positive,128,341,37.53665689
1270,103.9206793,1.313641747,Negative,25,329,7.598784195
1271,103.9206793,1.313641747,Neutral,176,329,53.49544073
1272,103.9206793,1.313641747,Positive,128,329,38.90577508
1273,103.9206793,1.323641747,Negative,19,273,6.95970696
1274,103.9206793,1.323641747,Neutral,159,273,58.24175824
1275,103.9206793,1.323641747,Positive,95,273,34.7985348
1276,103.9206793,1.333641747,Negative,45,659,6.828528073
1277,103.9206793,1.333641747,Neutral,347,659,52.65553869
1278,103.9206793,1.333641747,Positive,267,659,40.51593323
1279,103.9206793,1.343641747,Negative,21,205,10.24390244
1280,103.9206793,1.343641747,Neutral,72,205,35.12195122
1281,103.9206793,1.343641747,Positive,112,205,54.63414634
1282,103.9206793,1.353641747,Negative,5,75,6.666666667
1283,103.9206793,1.353641747,Neutral,28,75,37.33333333
1284,103.9206793,1.353641747,Positive,42,75,56
1285,103.9206793,1.373641747,Neutral,5,5,100
1286,103.9206793,1.383641747,Neutral,1,1,100
1287,103.9206793,1.393641747,Negative,14,209,6.698564593
1288,103.9206793,1.393641747,Neutral,104,209,49.76076555
1289,103.9206793,1.393641747,Positive,91,209,43.54066986
1290,103.9206793,1.403641747,Negative,6,149,4.026845638
1291,103.9206793,1.403641747,Neutral,101,149,67.7852349
1292,103.9206793,1.403641747,Positive,42,149,28.18791946
1293,103.9206793,1.413641747,Negative,1,37,2.702702703
1294,103.9206793,1.413641747,Neutral,22,37,59.45945946
1295,103.9206793,1.413641747,Positive,14,37,37.83783784
1296,103.9306793,1.303641747,Negative,34,452,7.522123894
1297,103.9306793,1.303641747,Neutral,232,452,51.32743363
1298,103.9306793,1.303641747,Positive,186,452,41.15044248
1299,103.9306793,1.313641747,Negative,36,535,6.728971963
1300,103.9306793,1.313641747,Neutral,363,535,67.85046729
1301,103.9306793,1.313641747,Positive,136,535,25.42056075
1302,103.9306793,1.323641747,Negative,183,1724,10.61484919
1303,103.9306793,1.323641747,Neutral,906,1724,52.55220418
1304,103.9306793,1.323641747,Positive,635,1724,36.83294664
1305,103.9306793,1.333641747,Negative,39,406,9.60591133
1306,103.9306793,1.333641747,Neutral,273,406,67.24137931
1307,103.9306793,1.333641747,Positive,94,406,23.15270936
1308,103.9306793,1.343641747,Negative,40,341,11.73020528
1309,103.9306793,1.343641747,Neutral,137,341,40.17595308
1310,103.9306793,1.343641747,Positive,164,341,48.09384164
1311,103.9306793,1.353641747,Negative,30,427,7.025761124
1312,103.9306793,1.353641747,Neutral,238,427,55.73770492
1313,103.9306793,1.353641747,Positive,159,427,37.23653396
1314,103.9306793,1.363641747,Negative,6,95,6.315789474
1315,103.9306793,1.363641747,Neutral,38,95,40
1316,103.9306793,1.363641747,Positive,51,95,53.68421053
1317,103.9306793,1.373641747,Negative,40,294,13.60544218
1318,103.9306793,1.373641747,Neutral,143,294,48.63945578
1319,103.9306793,1.373641747,Positive,111,294,37.75510204
1320,103.9306793,1.383641747,Negative,2,31,6.451612903
1321,103.9306793,1.383641747,Neutral,22,31,70.96774194
1322,103.9306793,1.383641747,Positive,7,31,22.58064516
1323,103.9306793,1.393641747,Neutral,9,11,81.81818182
1324,103.9306793,1.393641747,Positive,2,11,18.18181818
1325,103.9306793,1.403641747,Negative,1,9,11.11111111
1326,103.9306793,1.403641747,Neutral,8,9,88.88888889
1327,103.9306793,1.423641747,Neutral,1,4,25
1328,103.9306793,1.423641747,Positive,3,4,75
1329,103.9306793,1.433641747,Neutral,10,15,66.66666667
1330,103.9306793,1.433641747,Positive,5,15,33.33333333
1331,103.9406793,1.303641747,Negative,11,98,11.2244898
1332,103.9406793,1.303641747,Neutral,67,98,68.36734694
1333,103.9406793,1.303641747,Positive,20,98,20.40816327
1334,103.9406793,1.313641747,Negative,18,305,5.901639344
1335,103.9406793,1.313641747,Neutral,169,305,55.40983607
1336,103.9406793,1.313641747,Positive,118,305,38.68852459
1337,103.9406793,1.323641747,Negative,55,492,11.17886179
1338,103.9406793,1.323641747,Neutral,271,492,55.08130081
1339,103.9406793,1.323641747,Positive,166,492,33.7398374
1340,103.9406793,1.333641747,Negative,35,362,9.668508287
1341,103.9406793,1.333641747,Neutral,218,362,60.22099448
1342,103.9406793,1.333641747,Positive,109,362,30.11049724
1343,103.9406793,1.343641747,Negative,29,397,7.304785894
1344,103.9406793,1.343641747,Neutral,208,397,52.3929471
1345,103.9406793,1.343641747,Positive,160,397,40.302267
1346,103.9406793,1.353641747,Negative,143,1663,8.598917619
1347,103.9406793,1.353641747,Neutral,820,1663,49.30847865
1348,103.9406793,1.353641747,Positive,700,1663,42.09260373
1349,103.9406793,1.363641747,Negative,12,155,7.741935484
1350,103.9406793,1.363641747,Neutral,69,155,44.51612903
1351,103.9406793,1.363641747,Positive,74,155,47.74193548
1352,103.9406793,1.373641747,Negative,44,515,8.54368932
1353,103.9406793,1.373641747,Neutral,235,515,45.63106796
1354,103.9406793,1.373641747,Positive,236,515,45.82524272
1355,103.9406793,1.383641747,Negative,20,336,5.952380952
1356,103.9406793,1.383641747,Neutral,121,336,36.01190476
1357,103.9406793,1.383641747,Positive,195,336,58.03571429
1358,103.9406793,1.413641747,Neutral,1,1,100
1359,103.9506793,1.303641747,Neutral,2,2,100
1360,103.9506793,1.313641747,Negative,4,67,5.970149254
1361,103.9506793,1.313641747,Neutral,45,67,67.1641791
1362,103.9506793,1.313641747,Positive,18,67,26.86567164
1363,103.9506793,1.323641747,Negative,40,543,7.366482505
1364,103.9506793,1.323641747,Neutral,310,543,57.09023941
1365,103.9506793,1.323641747,Positive,193,543,35.54327808
1366,103.9506793,1.333641747,Negative,64,468,13.67521368
1367,103.9506793,1.333641747,Neutral,261,468,55.76923077
1368,103.9506793,1.333641747,Positive,143,468,30.55555556
1369,103.9506793,1.343641747,Negative,98,836,11.72248804
1370,103.9506793,1.343641747,Neutral,409,836,48.92344498
1371,103.9506793,1.343641747,Positive,329,836,39.35406699
1372,103.9506793,1.353641747,Negative,105,868,12.09677419
1373,103.9506793,1.353641747,Neutral,436,868,50.23041475
1374,103.9506793,1.353641747,Positive,327,868,37.67281106
1375,103.9506793,1.363641747,Negative,24,276,8.695652174
1376,103.9506793,1.363641747,Neutral,164,276,59.42028986
1377,103.9506793,1.363641747,Positive,88,276,31.88405797
1378,103.9506793,1.373641747,Negative,145,1791,8.096035734
1379,103.9506793,1.373641747,Neutral,825,1791,46.06365159
1380,103.9506793,1.373641747,Positive,821,1791,45.84031267
1381,103.9506793,1.383641747,Negative,20,272,7.352941176
1382,103.9506793,1.383641747,Neutral,137,272,50.36764706
1383,103.9506793,1.383641747,Positive,115,272,42.27941176
1384,103.9506793,1.403641747,Neutral,1,1,100
1385,103.9506793,1.413641747,Negative,1,2,50
1386,103.9506793,1.413641747,Positive,1,2,50
1387,103.9606793,1.313641747,Negative,2,53,3.773584906
1388,103.9606793,1.313641747,Neutral,32,53,60.37735849
1389,103.9606793,1.313641747,Positive,19,53,35.8490566
1390,103.9606793,1.323641747,Negative,2,52,3.846153846
1391,103.9606793,1.323641747,Neutral,34,52,65.38461538
1392,103.9606793,1.323641747,Positive,16,52,30.76923077
1393,103.9606793,1.333641747,Negative,69,1171,5.892399658
1394,103.9606793,1.333641747,Neutral,530,1171,45.26046114
1395,103.9606793,1.333641747,Positive,572,1171,48.8471392
1396,103.9606793,1.343641747,Negative,28,603,4.64344942
1397,103.9606793,1.343641747,Neutral,309,603,51.24378109
1398,103.9606793,1.343641747,Positive,266,603,44.11276949
1399,103.9606793,1.353641747,Negative,46,684,6.725146199
1400,103.9606793,1.353641747,Neutral,362,684,52.92397661
1401,103.9606793,1.353641747,Positive,276,684,40.35087719
1402,103.9606793,1.363641747,Negative,19,264,7.196969697
1403,103.9606793,1.363641747,Neutral,125,264,47.34848485
1404,103.9606793,1.363641747,Positive,120,264,45.45454545
1405,103.9606793,1.373641747,Negative,31,391,7.928388747
1406,103.9606793,1.373641747,Neutral,235,391,60.10230179
1407,103.9606793,1.373641747,Positive,125,391,31.96930946
1408,103.9606793,1.383641747,Negative,7,82,8.536585366
1409,103.9606793,1.383641747,Neutral,43,82,52.43902439
1410,103.9606793,1.383641747,Positive,32,82,39.02439024
1411,103.9606793,1.393641747,Neutral,2,4,50
1412,103.9606793,1.393641747,Positive,2,4,50
1413,103.9606793,1.403641747,Neutral,19,25,76
1414,103.9606793,1.403641747,Positive,6,25,24
1415,103.9706793,1.313641747,Neutral,33,56,58.92857143
1416,103.9706793,1.313641747,Positive,23,56,41.07142857
1417,103.9706793,1.323641747,Neutral,10,22,45.45454545
1418,103.9706793,1.323641747,Positive,12,22,54.54545455
1419,103.9706793,1.333641747,Negative,7,40,17.5
1420,103.9706793,1.333641747,Neutral,18,40,45
1421,103.9706793,1.333641747,Positive,15,40,37.5
1422,103.9706793,1.343641747,Negative,1,22,4.545454545
1423,103.9706793,1.343641747,Neutral,15,22,68.18181818
1424,103.9706793,1.343641747,Positive,6,22,27.27272727
1425,103.9706793,1.353641747,Negative,12,70,17.14285714
1426,103.9706793,1.353641747,Neutral,36,70,51.42857143
1427,103.9706793,1.353641747,Positive,22,70,31.42857143
1428,103.9706793,1.383641747,Neutral,8,13,61.53846154
1429,103.9706793,1.383641747,Positive,5,13,38.46153846
1430,103.9706793,1.393641747,Negative,1,41,2.43902439
1431,103.9706793,1.393641747,Neutral,17,41,41.46341463
1432,103.9706793,1.393641747,Positive,23,41,56.09756098
1433,103.9706793,1.403641747,Negative,23,236,9.745762712
1434,103.9706793,1.403641747,Neutral,105,236,44.49152542
1435,103.9706793,1.403641747,Positive,108,236,45.76271186
1436,103.9706793,1.413641747,Negative,1,7,14.28571429
1437,103.9706793,1.413641747,Neutral,4,7,57.14285714
1438,103.9706793,1.413641747,Positive,2,7,28.57142857
1439,103.9806793,1.313641747,Negative,4,61,6.557377049
1440,103.9806793,1.313641747,Neutral,23,61,37.70491803
1441,103.9806793,1.313641747,Positive,34,61,55.73770492
1442,103.9806793,1.323641747,Neutral,5,6,83.33333333
1443,103.9806793,1.323641747,Positive,1,6,16.66666667
1444,103.9806793,1.333641747,Negative,60,540,11.11111111
1445,103.9806793,1.333641747,Neutral,289,540,53.51851852
1446,103.9806793,1.333641747,Positive,191,540,35.37037037
1447,103.9806793,1.343641747,Negative,19,243,7.818930041
1448,103.9806793,1.343641747,Neutral,146,243,60.08230453
1449,103.9806793,1.343641747,Positive,78,243,32.09876543
1450,103.9806793,1.353641747,Negative,22,221,9.954751131
1451,103.9806793,1.353641747,Neutral,133,221,60.18099548
1452,103.9806793,1.353641747,Positive,66,221,29.86425339
1453,103.9806793,1.373641747,Neutral,7,12,58.33333333
1454,103.9806793,1.373641747,Positive,5,12,41.66666667
1455,103.9806793,1.383641747,Negative,4,34,11.76470588
1456,103.9806793,1.383641747,Neutral,14,34,41.17647059
1457,103.9806793,1.383641747,Positive,16,34,47.05882353
1458,103.9806793,1.393641747,Negative,18,172,10.46511628
1459,103.9806793,1.393641747,Neutral,74,172,43.02325581
1460,103.9806793,1.393641747,Positive,80,172,46.51162791
1461,103.9806793,1.413641747,Neutral,5,6,83.33333333
1462,103.9806793,1.413641747,Positive,1,6,16.66666667
1463,103.9906793,1.303641747,Neutral,1,2,50
1464,103.9906793,1.303641747,Positive,1,2,50
1465,103.9906793,1.313641747,Negative,3,39,7.692307692
1466,103.9906793,1.313641747,Neutral,19,39,48.71794872
1467,103.9906793,1.313641747,Positive,17,39,43.58974359
1468,103.9906793,1.333641747,Neutral,1,4,25
1469,103.9906793,1.333641747,Positive,3,4,75
1470,103.9906793,1.343641747,Negative,1,16,6.25
1471,103.9906793,1.343641747,Neutral,11,16,68.75
1472,103.9906793,1.343641747,Positive,4,16,25
1473,103.9906793,1.353641747,Negative,460,4465,10.30235162
1474,103.9906793,1.353641747,Neutral,2186,4465,48.95856663
1475,103.9906793,1.353641747,Positive,1819,4465,40.73908175
1476,103.9906793,1.363641747,Negative,431,6418,6.715487691
1477,103.9906793,1.363641747,Neutral,1647,6418,25.66220006
1478,103.9906793,1.363641747,Positive,4340,6418,67.62231225
1479,103.9906793,1.383641747,Negative,1,26,3.846153846
1480,103.9906793,1.383641747,Neutral,11,26,42.30769231
1481,103.9906793,1.383641747,Positive,14,26,53.84615385
1482,103.9906793,1.393641747,Negative,28,371,7.547169811
1483,103.9906793,1.393641747,Neutral,201,371,54.17789757
1484,103.9906793,1.393641747,Positive,142,371,38.27493261
1485,103.9906793,1.403641747,Negative,5,42,11.9047619
1486,103.9906793,1.403641747,Neutral,20,42,47.61904762
1487,103.9906793,1.403641747,Positive,17,42,40.47619048
1488,103.9906793,1.413641747,Negative,1,11,9.090909091
1489,103.9906793,1.413641747,Neutral,6,11,54.54545455
1490,103.9906793,1.413641747,Positive,4,11,36.36363636
1491,103.9906793,1.423641747,Positive,1,1,100
1492,104.0006793,1.313641747,Neutral,2,2,100
1493,104.0006793,1.323641747,Neutral,1,2,50
1494,104.0006793,1.323641747,Positive,1,2,50
1495,104.0006793,1.343641747,Negative,9,84,10.71428571
1496,104.0006793,1.343641747,Neutral,41,84,48.80952381
1497,104.0006793,1.343641747,Positive,34,84,40.47619048
1498,104.0006793,1.353641747,Negative,7,103,6.796116505
1499,104.0006793,1.353641747,Neutral,39,103,37.86407767
1500,104.0006793,1.353641747,Positive,57,103,55.33980583
1501,104.0006793,1.363641747,Negative,1,1,100
